helm,permeability
"PEPTIDE1{Mono107.Mono107.X299.X1749.G.G.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.04073756
"PEPTIDE1{G.P.L.P.F.P.Bal}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.18943431
"PEPTIDE1{F.X824.dHpr.L.X2432.X1395.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.28241753
"PEPTIDE1{P.Q.X956.R.G.X2577.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.89899730
"PEPTIDE1{G.Y.X612.R.L.Q.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.04174354
"PEPTIDE1{L.Mono19.P.F.R.X1393.X529}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.10969350
"PEPTIDE1{R.X956.G.G.G.P.X1432}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.07074260
"PEPTIDE1{Y.X591.X1811.X1918.Q.X3004.X1941}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.82708012
"PEPTIDE1{X490.G.G.P.X956.X956.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.65866298
"PEPTIDE1{G.Q.X302.X2432.X1772.X1811.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.80261113
"PEPTIDE1{X11.P.X2432.X946.X652.Q.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.88059818
"PEPTIDE1{A.G.R.G.Bal.Y.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.06482317
"PEPTIDE1{X737.X2432.L.X233.G.F.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.86271869
"PEPTIDE1{X1457.L.X956.G.A.G.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.80400023
"PEPTIDE1{F.P.P.R.G.2-Pal.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.72924141
"PEPTIDE1{X619.X956.X1664.X640.X1004.X1956.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.20585484
"PEPTIDE1{Y.P.Mono19.G.Q.Q.X956}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.92679816
"PEPTIDE1{L.G.P.P.X699.X2461.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.36828176
"PEPTIDE1{A.Q.Y.(N->O)Val.X956.Aze.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.77544538
"PEPTIDE1{P.X425.R.X113.(N->O)Val.P.X824}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.61574926
"PEPTIDE1{X1664.Q.X2461.G.X49.Q.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.83974012
"PEPTIDE1{G.Aze.X591.X956.F.G.X305}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.61894708
"PEPTIDE1{R.X1811.Y.Me_dW.A.R.X1942}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-8.02070000
"PEPTIDE1{Me_dOrn.X956.Q.Q.Mono63.X981.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.78581969
"PEPTIDE1{P.Y.Y.R.dP.L.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.84221830
"PEPTIDE1{P.X1294.X6.F.X1811.R.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.96360000
"PEPTIDE1{R.Q.X233.G.Q.L.X314}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.07417063
"PEPTIDE1{F.Y.Q.X1942.Y.G.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.05953225
"PEPTIDE1{F.F.A.G.Y.X1410.Phi}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.58212799
"PEPTIDE1{X2188.Aze.Y.X956.P.P.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.36076991
"PEPTIDE1{A.X956.X1989.L.Q.L.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.94756065
"PEPTIDE1{R.X1918.Mono51.F.X2516.P.X612}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.53926512
"PEPTIDE1{Y.GABA.X1811.G.Y.R.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.61502429
"PEPTIDE1{X683.L.L.Q.Y.L.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.71677391
"PEPTIDE1{P.G.Q.X956.P.P.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.32081814
"PEPTIDE1{R.Q.A.L.Mono106.Q.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.12496062
"PEPTIDE1{Y.F.G.dL.Q.G.X786}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.06326009
"PEPTIDE1{Q.X930.P.F.L.X2432.X1971}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.39660428
"PEPTIDE1{G.Y.X1811.L.X2548.X490.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.05753933
"PEPTIDE1{P.F.L.X683.X2432.G.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.01773439
"PEPTIDE1{Q.G.Y.Q.A.G.X1918}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.27911178
"PEPTIDE1{X1811.Q.X2432.G.L.Y.X2403}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-8.01471538
"PEPTIDE1{dS.Q.G.X1788.P.R.X136}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.97963747
"PEPTIDE1{G.X1010.P.L.R.X956.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.56026600
"PEPTIDE1{Me_3-Pal.A.X277.X2432.G.A.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.88822053
"PEPTIDE1{Y.F.Q.X2433.P.G.X1918}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.25726406
"PEPTIDE1{F.X946.P.Q.A.Y.X1956}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.66920238
"PEPTIDE1{X1861.X233.X6.X1720.P.G.X822}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.53078604
"PEPTIDE1{X2258.X809.Y.G.G.L.A}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.85089476
"PEPTIDE1{X612.G.P.R.X2328.X261.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.65171305
"PEPTIDE1{X2328.G.G.G.F.Q.X204}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.36087380
"PEPTIDE1{X1004.X601.X305.X671.X305.X425.X1457}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.00302007
"PEPTIDE1{X1457.X956.Mono106.dP.G.Y.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.98651060
"PEPTIDE1{Q.P.G.X175.X2432.dP.am_G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.38408227
"PEPTIDE1{Me_dOrn.P.F.G.X1802.X2577.X2669}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.73546668
"PEPTIDE1{Q.X126.Y.X956.P.L.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.03362182
"PEPTIDE1{Q.Y.X2432.Y.Cit.R.X956}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.08461353
"PEPTIDE1{X2258.Q.Y.X1004.R.X1661.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.72345417
"PEPTIDE1{F.G.X725.L.Y.P.X232}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.73122562
"PEPTIDE1{L.F.R.Y.X956.X233.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.88821066
"PEPTIDE1{G.Y.X1913.X2432.X956.X255.X375}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.84465489
"PEPTIDE1{A.X1609.P.F.Q.G.A}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.84576421
"PEPTIDE1{G.X1811.P.X232.L.X6.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.21187300
"PEPTIDE1{X981.G.G.X375.X490.Q.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.57083093
"PEPTIDE1{G.dP.P.F.Y.G.X956}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.85767934
"PEPTIDE1{F.Q.X1811.Mono16.Aze.P.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-8.37999656
"PEPTIDE1{L.X1777.X1895.G.Y.G.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.02849253
"PEPTIDE1{G.Q.P.Q.X1956.Q.X233}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.99602008
"PEPTIDE1{P.G.X233.Y.G.X1813.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.07208655
"PEPTIDE1{Q.X3004.L.F.X3004.X652.X1004}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.06609209
"PEPTIDE1{X1432.Mono51.Q.F.(N->O)Tyr.G.X1393}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.44080803
"PEPTIDE1{Q.X1829.dP.X591.X2577.F.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.34638108
"PEPTIDE1{G.X2432.Y.G.Q.X1349.X305}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.13975873
"PEPTIDE1{P.X1895.X2432.X233.G.G.(N->O)Val}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.89066543
"PEPTIDE1{Q.P.X255.P.X1661.P.X2432}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.57572207
"PEPTIDE1{G.G.G.F.Y.X786.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.99184264
"PEPTIDE1{F.X2461.G.X2432.X233.d(N->O)aIle.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.69459818
"PEPTIDE1{X1813.R.G.Q.X2225.R.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.38961282
"PEPTIDE1{Q.X1664.X1457.X956.G.X683.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.91670887
"PEPTIDE1{X490.G.R.L.Y.Bal.dHpr}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.42461587
"PEPTIDE1{F.X299.G.X490.Q.F.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.30496188
"PEPTIDE1{R.P.Mono107.Y.P.X2432.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.94018259
"PEPTIDE1{L.Y.Aze.R.L.X425.X1020}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.41973786
"PEPTIDE1{Y.Y.R.Y.Y.G.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.57550942
"PEPTIDE1{Q.G.X2791.X7.X956.Q.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.41228437
"PEPTIDE1{X315.X1038.G.X425.X2327.X1664.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.39406590
"PEPTIDE1{G.X2432.Y.X299.Q.X113.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.45680302
"PEPTIDE1{X786.Y.X2658.R.P.X523.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.28957884
"PEPTIDE1{G.X2432.dHpr.X631.Y.Y.Trp(7-Br)}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.88667701
"PEPTIDE1{G.R.X233.X49.X2671.P.X1004}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.14473351
"PEPTIDE1{X179.Q.G.Y.X1294.Q.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.61354834
"PEPTIDE1{X2577.L.F.X822.X1798.X1004.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.01847442
"PEPTIDE1{X504.G.Q.X2432.X1874.X11.X1432}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.33809339
"PEPTIDE1{L.G.F.Q.X2791.Y.d(N->O)aIle}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.27939626
"PEPTIDE1{R.Y.L.X640.X956.X2432.X1918}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.23746464
"PEPTIDE1{F.X255.X305.F.F.Y.Bal}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.41860583
"PEPTIDE1{X683.X591.A.X1989.Q.dP.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.88425501
"PEPTIDE1{L.L.R.X2432.G.Y.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.84253364
"PEPTIDE1{G.R.Y.G.X956.L.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.72574933
"PEPTIDE1{X204.G.X425.X956.L.G.X529}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.89470126
"PEPTIDE1{P.X7.R.Q.P.X1813.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.31555706
"PEPTIDE1{R.R.X2364.X2432.X1989.L.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.07654448
"PEPTIDE1{X297.X946.P.X126.P.P.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.40963372
"PEPTIDE1{L.dHpr.X2526.P.F.X1395.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.75101819
"PEPTIDE1{L.X946.F.X2432.X1802.L.X1004}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.90823461
"PEPTIDE1{L.P.P.X1190.Y.X7.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.09713468
"PEPTIDE1{G.L.X2327.Q.X305.X1768.X375}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.39545739
"PEPTIDE1{X1035.X2745.X2461.G.Y.Q.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.69373150
"PEPTIDE1{G.X956.X786.dP.P.X1869.X1609}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.94250180
"PEPTIDE1{X2432.Q.X956.X233.Y.Y.Mono107}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.15048116
"PEPTIDE1{X2048.P.P.X2328.X3004.X2432.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.80350278
"PEPTIDE1{Q.Y.X2465.X2285.X956.X49.X1004}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.06068519
"PEPTIDE1{L.X113.G.X956.F.G.X946}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.66839233
"PEPTIDE1{Y.P.dP.X2329.X1457.L.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.88289115
"PEPTIDE1{P.X277.X196.Y.G.R.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.97173503
"PEPTIDE1{A.d(N->O)Gly(allyl).X956.X1918.Q.G.X1664}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.47602108
"PEPTIDE1{Y.dHpr.Q.X179.F.X425.X786}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.48041102
"PEPTIDE1{A.R.X537.X179.G.X2432.X6}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.48055368
"PEPTIDE1{P.X1829.L.F.Mono8.X2432.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.67288476
"PEPTIDE1{R.X375.Mono106.R.X375.X981.X1661}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.91107656
"PEPTIDE1{X2258.Q.X1811.Cha.G.X49.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-8.40182857
"PEPTIDE1{X11.X2327.am_G.R.Y.L.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.56959875
"PEPTIDE1{F.Q.X315.X956.Q.X2432.dHpr}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.59752920
"PEPTIDE1{R.X1895.L.P.X1664.P.X1457}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.96411327
"PEPTIDE1{d(N->O)Val.Y.X1918.G.X2432.Q.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.13256538
"PEPTIDE1{R.Y.X956.F.X569.A.X314}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.15040306
"PEPTIDE1{Y.X945.Q.Q.F.G.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.12411226
"PEPTIDE1{P.A.X577.X867.Q.X2432.X6}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.97692865
"PEPTIDE1{P.P.X2258.P.P.Q.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.86836799
"PEPTIDE1{G.X786.X2432.X1029.X1664.G.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.79883509
"PEPTIDE1{R.Q.G.X1004.X946.L.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.04902355
"PEPTIDE1{P.X2432.G.X1038.X2710.X2432.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.13668787
"PEPTIDE1{X11.X1769.G.X863.G.Mono19.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.87129381
"PEPTIDE1{X2669.Y.F.X2577.Y.Y.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.24982938
"PEPTIDE1{L.X1661.X425.X956.X6.A.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.94686967
"PEPTIDE1{X1704.X1561.X2461.G.X612.P.X1004}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.23884616
"PEPTIDE1{X46.X1004.Mono19.X1956.G.G.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.04666263
"PEPTIDE1{G.G.Y.L.L.X1004.X2577}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.95317254
"PEPTIDE1{Y.A.P.Y.X2432.P.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.97677698
"PEPTIDE1{G.Q.X490.Hpr.X3011.Y.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.60255557
"PEPTIDE1{X946.Y.Y.X1038.G.Cha.X1664}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.58748835
"PEPTIDE1{G.G.X305.Cha.Hph(2-Cl).X2461.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.28966006
"PEPTIDE1{P.G.X1207.F.X2391.L.X981}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.30124030
"PEPTIDE1{dP.X946.P.Y.Q.X1777.X2432}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.51976982
"PEPTIDE1{X1811.Aze.X1038.P.P.P.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-8.11537500
"PEPTIDE1{P.G.X233.P.A.R.X1035}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.58411122
"PEPTIDE1{G.P.G.G.X490.X1777.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.54334582
"PEPTIDE1{G.Y.P.G.G.F.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.14207394
"PEPTIDE1{X7.X1956.F.X1693.X305.X255.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.87185672
"PEPTIDE1{X11.lalloHyp.P.Y.G.dPhe(2-F).G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.09802793
"PEPTIDE1{X1664.G.Y.Y.X1206.Y.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.59248397
"PEPTIDE1{G.Y.X2403.X1457.dS.P.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.90312155
"PEPTIDE1{L.G.Q.(N->O)Val.X1664.R.dN}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.34098656
"PEPTIDE1{G.G.R.Y.P.Q.X946}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.00850006
"PEPTIDE1{X2432.P.F.X956.P.L.X49}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.57106247
"PEPTIDE1{X175.G.Q.Q.Q.X232.Mono50}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-9.03920481
"PEPTIDE1{X1004.X490.G.Y.Phe(CHF2).X1811.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.77060729
"PEPTIDE1{X2328.Y.L.R.X2328.X49.X956}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.76215059
"PEPTIDE1{F.dP.Q.P.P.Q.X1956}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.64977200
"PEPTIDE1{A.X2432.Mono106.Mono107.A.X956.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.05647914
"PEPTIDE1{G.F.P.X1788.dNle.X956.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.78266119
"PEPTIDE1{X2669.L.P.X591.G.Q.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.44528702
"PEPTIDE1{Q.dHpr.X2745.P.L.L.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.57107984
"PEPTIDE1{Trp(7-Br).G.R.X233.F.X233.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.26518379
"PEPTIDE1{F.F.X2432.X2403.X2432.R.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.12547411
"PEPTIDE1{R.Q.dW.X2432.X261.G.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.34203165
"PEPTIDE1{X569.X2432.L.Y.R.X1811.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.52777775
"PEPTIDE1{X1811.X946.Q.X2745.X1777.Y.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.86207862
"PEPTIDE1{X6.Mono19.X2391.X956.Y.X2203.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.27630892
"PEPTIDE1{F.Bal.Cha.F.P.G.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.63394701
"PEPTIDE1{F.G.Y.dP.X2577.X46.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.98704162
"PEPTIDE1{G.X956.X490.X2432.X1798.Me_dW.X1350}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.85867552
"PEPTIDE1{F.X2432.P.X822.X255.R.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.65400497
"PEPTIDE1{X612.X2432.G.X946.lalloHyp.Aze.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.54983229
"PEPTIDE1{Y.Y.R.Q.X2432.L.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.13524604
"PEPTIDE1{G.F.Q.X2432.X1038.Y.X3004}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.19253727
"PEPTIDE1{R.(N->O)Val.dS.X3004.Q.Y.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.41218006
"PEPTIDE1{X2465.P.X2432.X255.G.X2329.X2283}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.33346998
"PEPTIDE1{X232.G.L.G.A.L.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.94094687
"PEPTIDE1{G.Y.L.P.P.X1895.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.69040902
"PEPTIDE1{G.P.X1004.X233.X277.F.X490}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.43838577
"PEPTIDE1{P.X1811.X2432.P.R.F.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.40831145
"PEPTIDE1{X201.P.X1989.X631.X3004.dPhe(2-F).X1956}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.64959279
"PEPTIDE1{P.R.X956.Y.Q.G.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.14253386
"PEPTIDE1{X2830.G.L.X612.L.G.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.06807617
"PEPTIDE1{G.X1004.X1800.A.Q.X591.X1777}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.40401593
"PEPTIDE1{P.R.Q.X2432.G.A.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.36159583
"PEPTIDE1{Q.Q.Y.X233.R.G.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.25859066
"PEPTIDE1{Mono106.L.R.Q.Q.X1004.X956}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.89757566
"PEPTIDE1{Y.X490.Q.G.F.X1788.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.06995070
"PEPTIDE1{Y.meL.G.X49.G.G.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.46454157
"PEPTIDE1{X1956.G.F.X946.F.Mono63.Mono107}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.25032874
"PEPTIDE1{X981.F.X601.am_G.G.G.X1004}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.97876452
"PEPTIDE1{X601.G.R.dNle.Q.G.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.92332903
"PEPTIDE1{P.X956.X2432.L.X2226.X2461.dP}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.68703422
"PEPTIDE1{L.R.R.X725.dP.Y.X591}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.10889069
"PEPTIDE1{R.dP.Q.X233.X663.X1895.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.17297087
"PEPTIDE1{Hpr.X1798.X2327.Y.G.lalloHyp.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.54487670
"PEPTIDE1{X490.Y.R.dHpr.Y.P.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.44562529
"PEPTIDE1{G.Y.G.X981.Q.X2465.X1664}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.78917161
